Assay Type	IEDB Assay ID	Method/Technique	Measurement Of	Units	Tree View Name	Ontology ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Axiom Count	Logical Note	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	has specified input some material entity plays role 'positive reference substance role'	Term Editor	Definition Source	Curator Comment	Curation Status	Comment	Synonyms				
TCell	346	in vivo assay	disease exacerbation		disease exacerbation	OBI:0001467	disease exacerbation|in vivo assay	in vivo assay measuring T cell epitope specific disease exacerbation	An efficacy of T cell epitope intervention experiment that uses a disease exacerbation in vivo intervention experiment.	1		equivalent	biological activity assay measuring T cell epitope specific in vivo activity	disease exacerbation in vivo intervention experiment										IEDB	IEDB				exacerbation of disease after treatment, increased disease symptoms				
Naturally Processed	233	T cell recognition 	ligand presentation		T cell recognition 	OBI:0001469	ligand presentation|T cell recognition 	monospecific T cell recognition assay measuring MHC ligand processing and presentation	A MHC ligand processing and presentation assay in which the presence of a specific ligand in an eluate is detected using the response of T cells that are known to be monospecific for that ligand as a readout.	1	subclass because we don't distinguish 'monospecific'	subclass	assay measuring MHC ligand processing and presentation	assay measuring binding of a T cell epitope:MHC:TCR complex									N	PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				elution, peptide specific T cell response, presentation				
TCell	164	in vivo assay	tumor burden after challenge		tumor burden	OBI:0001473	tumor burden after challenge|in vivo assay	in vivo assay measuring T cell epitope specific protection from tumor challenge	A T cell epitope in vivo intervention experiment that uses a epitope protection experiment based on tumor burden.	2		equivalent	in vivo assay measuring T cell epitope specific protection from challenge	epitope protection experiment	cancer cell line									IEDB	IEDB				protection after challenge, decreased tumor burden				
TCell	182	in vivo assay	pathogen burden after challenge		pathogen burden	OBI:0001475	pathogen burden after challenge|in vivo assay	in vivo assay measuring T cell epitope specific protection from infectious challenge based on pathogen burden	A T cell epitope in vivo intervention experiment that uses a epitope protection experiment based on pathogen burden.	2		equivalent	in vivo assay measuring T cell epitope specific protection from challenge	epitope protection experiment	('material entity' and 'has role' some 'pathogen role')									IEDB	IEDB				protection after challenge, decreased infectious agent number, pathogen burden				
Naturally Processed	572	mass spectrometry	ligand presentation		mass spectrometry	OBI:0001478	ligand presentation|mass spectrometry	mass spectrometry assay measuring MHC ligand processing and presentation	A MHC ligand processing and presentation assay that uses a mass spectrometry assay to identify eluted ligands	1		equivalent	assay measuring MHC ligand processing and presentation	mass spectrometry assay										IEDB	IEDB				elution from cell, mass spectrometry, MS, presentation, elution from soluble MHC				
TCell	414	ICS	TGFb release		ICS	OBI:0001482	TGFb release|ICS	intracellular cytokine staining assay measuring epitope specific transforming growth factor-beta production by T cells	An assay of epitope specifictransforming growth factor-beta production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific transforming growth factor-beta production by T cells	flow cytometry assay										IEDB	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	parent	biological activity	in vivo activity		in vivo activity	OBI:0001484	in vivo activity|biological activity	biological activity assay measuring T cell epitope specific in vivo activity	A T cell epitope dependent biological activity determination assay that uses an in vivo intervention experiment.	1		equivalent	assay measuring T cell epitope specific biological activity	in vivo intervention experiment										IEDB	IEDB				in vivo activity, any method				
Naturally Processed	91	cellular MHC/mass spectrometry	ligand presentation		cellular MHC/mass spectrometry	OBI:0001489	ligand presentation|cellular MHC/mass spectrometry	mass spectrometry assay measuring MHC ligand processing and presentation of MHC ligands eluted from cellular MHC	A mass spectrometry of MHC ligands assay that identifies eluted ligands from cell bound MHC.	1	subclass because we don't distinguish cell-bound from secreted	subclass	mass spectrometry assay measuring MHC ligand processing and presentation	mass spectrometry assay										IEDB	IEDB				cellular MHC/mass spectrometry, ligand presentation, elution				
TCell	402	cytometric bead array	GM-CSF release		bead array	OBI:0001490	GM-CSF release|cytometric bead array	cytometric bead array measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	An assay of epitope specific granulocyte macrophage colony stimulating factor production by T cells that uses a cytometric bead array assay.	1		equivalent	biological activity assay measuring epitope specific granulocyte macrophage colony stimulating factor production by T cells	cytometric bead array assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				cytometric bead array, cytokine release, CBA				
TCell	127	in vivo assay	survival from challenge		survival	OBI:0001492	survival from challenge|in vivo assay	in vivo assay measuring T cell epitope specific protection based on survival	A T cell epitope in vivo intervention experiment that uses a epitope protection experiment based on survival.	1	subclass because we don't have a 'by survival' class	equivalent	in vivo assay measuring T cell epitope specific protection from challenge	epitope protection experiment based on survival										IEDB	IEDB				protection after challenge, increased host survival				
MHC	226	cellular MHC/T cell inhibition	qualitative binding		T cell inhibition	OBI:0001493	qualitative binding|cellular MHC/T cell inhibition	cell bound MHC competitive binding assay of a MHC:ligand complex using T cell epitope recognition	A cell bound MHC binding assay that uses a T cell epitope recognition assay.	3	subclass because we don't distinguish competitive from direct binding	subclass	cell bound MHC binding assay measuring binding of a MHC:ligand complex	assay measuring binding of a T cell epitope:MHC:TCR complex	('material entity' and 'has role' some 'competitive binding reference ligand role')		cell						Y	IEDB	IEDB				cell bound MHC, T cell response, competition, equilibrium binding				
TCell	parent	biological activity	helper response		helper response	OBI:0001495	helper response|biological activity	biological activity assay measuring epitope specific T cell helper activity	A T cell epitope dependent biological activity assay that detects the ability of epitope specific helper T cells to enhance either B cell or T cell adaptive immune response function.	2		equivalent	assay measuring T cell epitope specific biological activity					helper T cell enhancement of adaptive immune response		('helper T cell enhancement of T cell mediated immune response' or 'helper T cell enhancement of B cell mediated immune response')				IEDB	IEDB				helper response, any method				
TCell	415	ICS	IL-22 release		ICS	OBI:0001496	IL-22 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-22 production by T cells	An assay of epitope specific interleukin-22 production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-22 production by T cells	flow cytometry assay										IEDB	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	parent	biological activity	perforin release		perforin	OBI:0001497	perforin release|biological activity	biological activity assay measuring epitope specific perforin release by T cells	A T cell epitope specific cytotoxic T cell degranulation assay that detects perforin release by T cells.	1		equivalent	biological activity assay measuring epitope specific cytotoxic T cell degranulation					perforin production						IEDB	IEDB				perforin release, any method, perforin				
Naturally Processed	92	coelution	ligand presentation		coelution	OBI:0001500	ligand presentation|coelution	coelution assay measuring MHC ligand processing and presentation using T cell recognition of HPLC fractionated eluate compared to synthetic ligand	A MHC ligand processing and presentation assay in which an HPL chromatography is run to separate an input mixture of ligands eluted from MHC into fractions. These fractions are tested for recognition by T cells and compared to the recognition of a synthetic ligand that is presumed to be the recognized epitope. Identical HPLC fractionation and T cell recognition patterns confirm that the specific ligand was presented by MHC molecules. 	2	subclass because we don't model the compareison	subclass	assay measuring MHC ligand processing and presentation	assay measuring binding of a T cell epitope:MHC:TCR complex	('material entity' and 'has role' some 'positive reference substance role')								Y	PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				elution, HPLC, antigenicity competition with synthetic, presentation				
TCell	327	in vivo assay	decreased disease		decreased disease	OBI:0001507	decreased disease|in vivo assay	in vivo assay measuring T cell epitope specific treatment of disease	An efficacy of T cell epitope intervention experiment that detects a decrease in disease.	1		equivalent	biological activity assay measuring T cell epitope specific in vivo activity	treatment intervention experiment										IEDB	IEDB				reduction of disease after treatment, decreased disease symptoms				
Naturally Processed	252	Edman degradation	ligand presentation		Edman degradation	OBI:0001509	ligand presentation|Edman degradation	Edman degradation assay measuring MHC ligand processing and presentation	A MHC ligand processing and presentation assay that uses Edman degradation to identify the eluted ligands	1		equivalent	assay measuring MHC ligand processing and presentation	Edman degradation									N	PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				elution from cell, Edman degradation, presentation				
Naturally Processed	93	secreted MHC/mass spectrometry 	ligand presentation		secreted MHC/mass spectrometry 	OBI:0001510	ligand presentation|secreted MHC/mass spectrometry 	mass spectrometry assay measuring MHC ligand processing and presentation of MHC ligands eluted from secreted MHC	A mass spectrometry of MHC ligands that identifies eluted ligands from secreted MHC.	1	subclass because we don't distinguish cell-bound from secreted	subclass	mass spectrometry assay measuring MHC ligand processing and presentation	mass spectrometry assay										IEDB	IEDB				secreted MHC/mass spectrometry , ligand presentation, elution				
