Accession	IEDB Disease ID	Disease Name																								
DOID:1626	1527	breast duct papilloma																								
DOID:8227	1528	atypical breast papilloma																								
DOID:6118	1529	renal pelvis inverted papilloma																								
DOID:6934	1530	urethra inverted papilloma																								
DOID:5477	1531	clear cell adenofibroma																								
DOID:5382	1532	Bartholin's gland adenoma																								
DOID:2639	1533	breast pericanalicular fibroadenoma																								
DOID:5385	1534	mixed cell adenoma																								
DOID:7611	1535	parathyroid oncocytic adenoma																								
DOID:5395	1536	functioning pituitary adenoma																								
DOID:6255	1537	growth hormone secreting pituitary adenoma																								
DOID:6404	1538	metanephric adenoma																								
DOID:5725	1539	rete ovarii cystadenoma																								
DOID:5402	1540	vaginal adenoma																								
DOID:4993	1541	atypical polypoid adenomyoma																								
DOID:5507	1542	clear cell ependymoma																								
DOID:200	1543	benign giant cell tumor																								
DOID:0050871	1544	fibroma																								
DOID:4386	1545	myofibroma																								
DOID:4587	1546	benign meningioma																								
DOID:3168	1547	squamous cell neoplasm																								
DOID:0050773	1548	paraganglioma																								
DOID:8096	1549	bladder mixed adenocarcinoma																								
DOID:3847	1550	papillary craniopharyngioma																								
DOID:2426	1551	gangliocytoma																								
DOID:3192	1552	neurilemmoma																								
DOID:3205	1553	melanotic neurilemmoma																								
DOID:956	1554	peripheral nerve schwannoma																								
DOID:6175	1555	mediastinal neurilemmoma																								
DOID:3173	1556	fallopian tube serous papilloma																								
DOID:7191	1557	ovarian endometrioid cystadenoma																								
DOID:0060095	1558	uterine benign neoplasm																								
DOID:10207	1559	paratesticular lipoma																								
DOID:0080370	1560	ovarian sex cord-stromal benign neoplasm																								
DOID:5364	1561	pulmonary coin lesion																								
DOID:7679	1562	sphenoid sinus Schneiderian papilloma																								
DOID:5997	1563	non-proliferative fibrocystic change of the breast																								
DOID:476	1564	breast hemangioma																								
DOID:6491	1565	breast capillary hemangioma																								
DOID:1623	1566	breast leiomyoma																								
DOID:0050623	1567	bladder benign neoplasm																								
DOID:3116	1568	kidney benign neoplasm																								
DOID:2698	1569	nephrogenic adenofibroma																								
DOID:2673	1570	adult cystic nephroma																								
DOID:2140	1571	urethral urothelial papilloma																								
DOID:7571	1572	malignant cystic nephroma																								
DOID:5176	1573	renal Wilms' tumor																								
DOID:6163	1574	familial renal papillary carcinoma																								
DOID:7192	1575	hereditary conventional renal cell carcinoma																								
DOID:4465	1576	papillary renal cell carcinoma																								
DOID:5534	1577	renal pelvis squamous cell carcinoma																								
DOID:14491	1578	regional ureteric cancer																								
DOID:5539	1579	ureter squamous cell carcinoma																								
DOID:6845	1580	infiltrating ureter transitional cell carcinoma																								
DOID:8259	1581	bulbomembranous urethral cancer																								
DOID:6167	1582	prostatic urethral cancer																								
DOID:4910	1583	urethra adenocarcinoma																								
DOID:5957	1584	bladder urachal squamous cell carcinoma																								
DOID:7600	1585	infiltrating bladder lymphoepithelioma-like carcinoma																								
DOID:11817	1586	urachus cancer																								
DOID:8866	1587	actinic keratosis																								
DOID:8791	1588	breast carcinoma in situ																								
DOID:0050614	1589	bronchus carcinoma in situ																								
DOID:3856	1590	male reproductive organ cancer																								
DOID:5518	1591	penis squamous cell carcinoma																								
DOID:7047	1592	penis basaloid carcinoma																								
DOID:11838	1593	penis sarcoma																								
DOID:7246	1594	lymphoepithelioma-like acinar prostate adenocarcinoma																								
DOID:3504	1595	prostate signet ring cell adenocarcinoma																								
DOID:4524	1596	prostate angiosarcoma																								
DOID:5344	1597	testicular yolk sac tumor																								
DOID:4087	1598	testicular pure germ cell tumor																								
DOID:5875	1599	retroperitoneal cancer																								
DOID:0050937	1600	retroperitoneal neuroblastoma																								
DOID:5914	1601	nonencapsulated sclerosing carcinoma																								
DOID:3111	1602	cystadenocarcinoma																								
DOID:3950	1603	adrenal carcinoma																								
DOID:4486	1604	malignant biphasic mesothelioma																								
DOID:7206	1605	melanomatosis																								
DOID:0080190	1606	malignant epithelioid hemangioendothelioma																								
DOID:0080534	1607	myxofibrosarcoma																								
DOID:14535	1608	malignant cardiac germ cell tumor																								
DOID:8731	1609	carotid body cancer																								
DOID:2643	1610	perivascular epithelioid cell tumor																								
DOID:0080347	1611	malignant pheochromocytoma																								
DOID:0070325	1612	malignant pediatric adrenal gland pheochromocytoma																								
DOID:5718	1613	adrenal neuroblastoma																								
DOID:5553	1614	pineal region choriocarcinoma																								
DOID:5341	1615	pineal region yolk sac tumor																								
DOID:5030	1616	pineal parenchymal tumor of intermediate differentiation																								
DOID:5521	1617	keratinizing squamous cell carcinoma																								
DOID:0060534	1618	hepatoid adenocarcinoma																								
DOID:3030	1619	mucinous adenocarcinoma																								
DOID:5044	1620	cardiac granular cell neoplasm																								
DOID:6621	1621	cerebral angioma																								
DOID:469	1622	deep angioma																								
DOID:254	1623	hemangioma of intra-abdominal structure																								
DOID:2516	1624	intracranial cavernous angioma																								
DOID:14308	1625	skin epithelioid hemangioma																								
DOID:4028	1626	angioma serpiginosum																								
DOID:496	1627	spindle cell hemangioma																								
DOID:1799	1628	islet cell tumor																								
DOID:7698	1629	non-functioning pancreatic endocrine tumor																								
DOID:7840	1630	pancreatic non-functioning delta cell tumor																								
DOID:4905	1631	pancreatic carcinoma																								
DOID:7717	1632	colloid carcinoma of the pancreas																								
DOID:7234	1633	pancreatic colloid cystadenocarcinoma																								
DOID:6823	1634	pancreatoblastoma																								
DOID:5623	1635	adenosquamous breast carcinoma																								
DOID:7983	1636	breast malignant eccrine spiradenoma																								
DOID:3004	1637	breast myoepithelial neoplasm																								
DOID:8012	1638	benign pericardial teratoma																								
